"","CSF-cN","Excit-01","Excit-02","Excit-03","Excit-04","Excit-05","Excit-06","Excit-07","Excit-08","Excit-09","Excit-10","Excit-11","Excit-12","Excit-13","Excit-14","Excit-15","Excit-16","Excit-17","Excit-18","Excit-19","Excit-20","Excit-21","Excit-22","Excit-23","Excit-24","Excit-25","Excit-26","Excit-27","Excit-28","Excit-29","Excit-30","Excit-31","Excit-32","Excit-33","Excit-34","Excit-35","Excit-36","Excit-37","Excit-38","Inhib-01","Inhib-02","Inhib-03","Inhib-04","Inhib-05","Inhib-06","Inhib-07","Inhib-08","Inhib-09","Inhib-10","Inhib-11","Inhib-12","Inhib-13","Inhib-14","Inhib-15","Inhib-16","Inhib-17","Inhib-18","Inhib-19","Inhib-20","Inhib-21","Inhib-22","Inhib-23","Inhib-24","Inhib-25","Inhib-26","Inhib-27","MN-alpha","MN-gamma","PGC"
"Excit-25",3.11249433508303e-07,1.72854596109075e-06,1.53401506514806e-06,1.40062245078736e-06,1.04490881249216e-06,1.11160511967251e-06,1.3061360156152e-06,9.78212505311809e-07,1.66740767950877e-06,1.17830142685286e-06,1.00044460770526e-06,1.72854596109075e-06,1.21164958044304e-06,2.21765221374666e-06,1.46731875796771e-06,1.82303239626292e-06,1.66740767950877e-06,2.35660285370572e-06,1.02267671009871e-06,2.23432629054175e-06,2.15651393216467e-06,2.69008438960747e-06,5.20316571178722e-05,1.61182742352514e-06,1.89528672904163e-06,1.37283232279555e-06,1.08937301727906e-06,1.77856819147602e-06,3.17919064226338e-06,5.85969663885191e-05,6.18732158289389e-06,5.85187263314803e-05,7.22483285414119e-05,1.37839034839391e-06,5.20085696181552e-05,0.000115760496795988,5.41242479980215e-05,1.38224295313713e-05,6.29952872237973e-05,2.7456646455911e-06,2.59003992883695e-06,4.96501613871644e-06,4.61100177979992e-06,2.69564241520584e-06,3.25700300064045e-06,3.29035115423063e-06,2.82347700396818e-06,3.63494874132911e-06,3.88290042641443e-06,3.17363261666502e-06,2.64006215922221e-06,2.55113374964841e-06,3.25700300064046e-06,2.00644724100888e-06,3.95731422603414e-06,5.13869261484622e-05,3.42374376859133e-06,2.06758552259087e-06,6.32505287026602e-05,1.93419290823017e-06,7.96189099758287e-05,6.12066722277789e-05,3.06803013029613e-06,1.85082252425473e-06,1.93419290823017e-06,4.87207846558952e-05,0.000137980065973045,6.55727141561213e-05,2.26767444413192e-06
"Excit-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0035562105533e-06,0,5.22541766374464e-05,0,0,8.8951472389463e-05,3.75444526319162e-07,1.03969253442229e-05,0,0,0,7.50889052638324e-07,1.50177810527665e-06,0,0,0,0,0,1.50177810527665e-06,0,0,0,0,0,0,0,0,0,0,0,5.73467446995704e-05,0,0,0,0,0,0.000165388127234954,0,0
"Excit-27",0,0,0,0,0,0,0,0,0,0,0,5.08775467076095e-05,0,0,0,0,0,5.52577328479997e-05,0,0,0,0,5.66054824296583e-05,0,0,0,0,0,0,6.87737357954895e-05,6.6193758024886e-05,6.95053712826756e-05,8.6332987487955e-05,0,6.29206518980011e-05,0.000139780885183442,6.342124459976e-05,1.40165956492487e-05,7.49926374365711e-05,0,0,1.00118540351777e-06,2.00237080703553e-06,0,0,5.39099832663412e-05,0,5.52577328479997e-05,2.00237080703553e-06,0,0,0,0,0,0,6.1457380923629e-05,0,0,7.57242729237571e-05,0,9.47467955905946e-05,7.31635487186059e-05,5.66054824296583e-05,0,6.30072929425363e-05,5.39099832663412e-05,0.000226267901195015,7.75533616417222e-05,0
"Excit-28",0,0,0,0,0,0,0,0,0,0,0,6.75944549115383e-05,7.3895184205792e-05,6.0879773960061e-05,6.44609371341823e-05,5.72986107859398e-05,6.80613538737558e-05,7.97290145378282e-05,0,0,0,0,8.16736246485069e-05,0,0,0,0,0,0,9.13966752019006e-05,8.86915492558574e-05,9.236898025724e-05,0.000114731996530045,0,8.36182347591857e-05,0.0002720528798405,8.4373937203187e-05,2.11596684320389e-05,9.96612681722852e-05,0,0,1.51140488800278e-06,3.02280977600556e-06,0,0,7.77844044271495e-05,0,7.97290145378282e-05,3.02280977600556e-06,0,0,0,0,5.95368377697656e-05,7.3895184205792e-05,8.16736246485069e-05,0,0,0.000100633573227625,0,0.00019572693299636,9.72305055339368e-05,8.16736246485069e-05,0,9.09105226742309e-05,7.77844044271494e-05,0.000341577504688628,0.000103064335865973,0
"Excit-29",9.78212505311811e-07,3.45709192218151e-06,3.46820797337824e-06,3.20142274465684e-06,2.48999546806643e-06,2.84570910636163e-06,0.000105233417899873,2.31213864891883e-06,0.000124430115271036,2.35660285370573e-06,2.00088921541052e-06,0.000226954886387752,0.000227979246132829,0.000205731331230921,0.000216694105939522,0.000188172236087031,0.000210551313539016,0.000247452532146839,2.62338808242713e-06,0.000125563952493102,0.000128291549202825,0.000168282179375145,0.000255685142172329,0.000119041618158772,0.000147951644781915,0.000153073356665459,0.000146739995201472,0.000136763356663107,6.55847020606782e-06,0.000286865978325121,0.000270175071180249,0.000288514519972193,0.000357489224898502,0.000123852080608807,0.000259249010695195,0.000548627216590776,0.000264252916768699,0.000218274410605615,0.000311005304965451,0.000128028239916439,0.000149341151181506,0.000195009743578691,0.000131965890013469,0.000126486584742431,0.000167974405883973,0.000243399557371317,0.000155574468184722,0.000250009223922086,1.08559981079174e-05,6.34726523333005e-06,0.000160974081348183,5.10226749929683e-06,0.000176624070163403,0.000200868567753017,0.000232892540761781,0.000254395680233509,0.000175515940986066,0.000191544563766163,0.000313320809684326,0.000176861671405059,0.000392988138020559,0.000302915520570539,0.000254795858076591,0.000124796944960528,0.000280650422671173,0.000241843310203776,0.000683375203698737,0.000322477734994123,0.000114097763094376
"Excit-30",3.16102658547077e-06,2.01622528407687e-05,2.02038452958407e-05,1.65748001759352e-05,9.15034011583644e-06,1.66424396228646e-05,0.000134486230677171,1.32474037701765e-05,0.000158843341089711,8.4848608346847e-06,1.33150432171059e-05,0.00027604485221531,0.000276082009230789,0.000253568273160196,0.000264222050596949,0.000236675627462645,0.000256420410801789,0.000303230249572746,1.70428187103699e-05,0.000163085771507054,0.000165988372482906,0.000217027335352425,0.000319017640741726,0.000153287693868439,0.000188427794522542,0.000192985222822087,0.000183894216919696,0.000175777579242334,3.47054310512662e-05,0.000359772722830547,0.00033527752873401,0.000358349708478913,0.00044182969786245,0.000156680533425968,0.000317169830960186,0.000686342448637001,0.000332097086891434,0.000286848346156108,0.000385567827412234,0.000168654725047106,0.00019362685140654,0.000251408227437314,0.000175508609254797,0.000166537945278028,0.000219527318096338,0.000303414361151407,0.000202343525213283,0.00031296288405959,3.40624380682952e-05,3.23748891687173e-05,0.000207940764889628,2.83326482951276e-05,0.000229982004136917,0.00024676041684717,0.000294465874372606,0.000314192915953376,0.000229487330115647,0.000241990590832672,0.000386640360364919,0.000223567895176645,0.000487354605965769,0.000374276856830621,0.000315690244335968,0.000160215892107087,0.000340311889296452,0.00029759141744133,0.000840991060702767,0.000401924206633442,0.000149395744850046
"Excit-31",9.78212505311811e-07,3.45709192218151e-06,3.46820797337824e-06,3.20142274465684e-06,2.48999546806643e-06,2.84570910636163e-06,2.87905725995181e-06,2.31213864891883e-06,3.33481535901754e-06,2.35660285370573e-06,2.00088921541052e-06,0.000138646001745258,0.000139085534439723,0.000126194852347615,0.000132479010651317,0.000113314373608626,0.000128675526453261,0.000151540895846382,2.62338808242713e-06,4.4686525810835e-06,4.31302786432935e-06,6.19471440779687e-05,0.000157434197669422,3.71276109970619e-06,5.38498436339715e-05,5.5207483471597e-05,5.26381940535285e-05,4.13517104518175e-06,6.55847020606782e-06,0.000176918492809963,0.000166075856171217,0.00017739738035581,0.000219470040953943,2.75678069678783e-06,0.000158658757989838,0.000338089478370261,0.00016307783701273,3.46724104528192e-05,0.00019111575958988,4.80417089406872e-05,5.52393500335621e-05,0.000116546650969349,9.97289261223818e-06,5.39128483041168e-06,6.25803885982758e-05,0.000149827229273311,5.77085949908601e-05,0.000154097587621629,8.51668990546719e-06,6.34726523333005e-06,5.93441361084037e-05,5.10226749929683e-06,6.55839448088291e-05,0.000123086570021549,0.000143998829068675,0.000156144735730602,6.54168336429719e-05,0.000120522974204122,0.00019226161020753,6.39395100275262e-05,0.000241517931911911,0.000185950110448031,0.000156544913573684,3.70164504850947e-06,0.000171287764206628,0.000148270982105769,0.000419033376821868,0.000198494400264265,4.53534888826385e-06
"Excit-32",9.78212505311811e-07,3.45709192218151e-06,3.46820797337824e-06,3.20142274465684e-06,2.48999546806643e-06,2.84570910636163e-06,5.4825176850162e-05,2.31213864891883e-06,6.47921962826465e-05,2.35660285370573e-06,2.00088921541052e-06,0.000169172529769824,0.000169814224901537,0.000153688943813449,0.000161590401615141,0.000139191165576469,0.00015697826766809,0.000184695535555182,2.62338808242713e-06,6.59260335047125e-05,6.72336797623304e-05,8.80549788312396e-05,0.000191397487127217,6.22436000745909e-05,7.69541221766892e-05,7.92359331560234e-05,7.57424725962461e-05,7.14456358662992e-05,6.55847020606782e-06,0.000214925031012734,0.0002020607700015,0.000215808243433079,0.000267180376144655,6.42141616204168e-05,0.000193430697196628,0.000410867955779822,0.000198051938656769,0.000125202675209368,0.00023255905922588,6.76803457019972e-05,7.83436285762798e-05,0.000101432602089321,7.15072877976762e-05,6.68486657540406e-05,8.84571805661195e-05,0.000182173219233115,8.17370446752865e-05,0.000187252227330429,9.32533965446231e-06,6.34726523333005e-06,8.42967569345388e-05,5.10226749929683e-06,9.28469934892359e-05,0.000149974174175637,0.00017472751953049,0.000190108025188397,9.24488395379516e-05,0.000141798164028874,0.000234109234718028,9.16646442787874e-05,0.000293878003159345,0.000226382597897787,0.000190508203031479,6.51590259721384e-05,0.00020909213997215,0.000180616972065574,0.000510410798458317,0.000241352836961006,6.01396459144043e-05
"Excit-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31161325778953e-06,0,5.67980180841809e-05,0,0,0.000146134561782689,4.13951657223691e-07,1.15906464022634e-05,0,0,0,8.27903314447383e-07,1.65580662889477e-06,0,0,0,0,0,1.65580662889477e-06,0,0,0,0,0,0,0,0,0,4.98186006077349e-05,0,6.2333418151707e-05,4.81339136306618e-05,0,0,0,0,0.000182793350403801,0,0
"Excit-34",4.89106252655905e-07,1.68408175630385e-06,1.71187188429567e-06,1.57847926993496e-06,1.22276563163976e-06,1.40062245078736e-06,1.4395286299759e-06,1.13383722206596e-06,1.62294347472186e-06,1.15606932445941e-06,9.78212505311809e-07,6.85739466744127e-05,0.000115635802912583,6.24428049484307e-05,6.55463769693767e-05,5.85055290877302e-05,6.36416563334077e-05,0.000125502407486391,1.28946193882011e-06,2.23432629054175e-06,2.15651393216467e-06,5.27301010000435e-05,0.000129662033021404,1.85638054985309e-06,1.89528672904163e-06,1.5729212443366e-06,1.28946193882011e-06,2.06758552259087e-06,3.26811905183718e-06,0.000150898559166676,0.00013724634161646,0.000151802250947703,0.000188116285433141,1.37839034839391e-06,0.000131487287805104,0.000288609380643694,0.000134028951320602,2.66356773398534e-05,0.000163643300625511,2.7456646455911e-06,2.59003992883695e-06,6.07281550798381e-05,6.31494232232535e-06,2.69564241520584e-06,3.25700300064045e-06,0.000123432599576362,2.82347700396818e-06,0.000126780753374014,5.58684096893986e-06,3.17363261666502e-06,2.64006215922221e-06,2.55113374964841e-06,3.25700300064046e-06,6.09031039594867e-05,0.000118092450227059,0.000129017302051993,5.52350884006357e-05,5.96357462248624e-05,0.000164880473942439,1.93419290823017e-06,0.000206779083005311,0.000159399856034329,0.000129217390973535,1.85082252425473e-06,0.000142350445751597,0.000122654475992592,0.000359636738242242,0.000169657488991064,2.26767444413192e-06
"Excit-35",1.46506779689204e-05,9.54102205281751e-05,9.55718921137316e-05,3.58564342488083e-05,2.61640739985703e-05,3.59969275758259e-05,0.000124186746358924,2.90838483490143e-05,0.000146405855991711,2.51481861136012e-05,2.95629709710215e-05,0.000313500169797341,0.000311930509112107,0.000292661713246374,0.000300953058592189,0.000271209683767591,0.000291654753763596,0.000347783212030144,8.91379355089273e-05,0.000155002395883044,0.000156926644171121,0.000256127925231449,0.000373536193555917,0.000143488881797992,0.000219151134762604,0.000221769154077089,0.000209846472212326,0.000164130336834694,0.000145320357478774,0.000423506311034465,0.00038983212019696,0.000417088283223664,0.000511320190190371,0.000141965168025941,0.000362885942227871,0.000805794358345586,0.000391777631967834,0.000293847548497086,0.000447808717467264,0.000164461116470791,0.000229656285969223,0.000304602533784854,0.00017592958862015,0.000162028953754081,0.000262630639879848,0.000354477498327876,0.000240971080443878,0.00036748543927748,0.000125865449342491,0.000129050278235674,0.000245859561375667,0.000125363981177094,0.000274269420195742,0.000283663851916929,0.000349580088993897,0.000363407886953979,0.000274676807534327,0.0002787371851893,0.000446701171866736,0.000257846542058868,0.000566322869006536,0.000433053515452868,0.000366455550608887,0.000149161040544472,0.000385059662393344,0.000342702487265046,0.000969145227552554,0.000469583476960885,0.000144150736208693
"Excit-36",8.44819890951109e-07,3.41262771739461e-06,3.42374376859134e-06,3.15695853986993e-06,2.48999546806643e-06,2.80124490157473e-06,2.80124490157473e-06,2.31213864891883e-06,5.01475723911606e-05,2.31213864891883e-06,1.91196080583672e-06,0.000148732582677206,0.000149328431260328,0.000135359549502893,0.000142182807639258,0.00012686888368702,0.000138109773524871,0.000162592442415982,2.57892387764023e-06,5.13703380228003e-05,5.23314201022775e-05,6.84741027662864e-05,0.000168755294155354,3.71276109970619e-06,5.96259132696509e-05,6.11256674831298e-05,5.84142636892079e-05,4.13517104518175e-06,6.55847020606782e-06,0.000189587338877554,0.000178070827447978,0.000190201001381566,0.000235373486017513,2.75678069678783e-06,0.000170249404392101,0.000362348970840115,0.000174735870894076,3.65592598671411e-05,0.00020493019280188,5.29513681310147e-05,6.10154196692416e-05,0.000125037473333797,1.02424425285699e-05,5.39128483041168e-06,6.90495865902367e-05,0.000160609225926579,6.37157074119667e-05,0.000165149134191229,8.7862398217989e-06,6.34726523333005e-06,6.55822913149375e-05,5.10226749929683e-06,7.23997069789308e-05,0.000132049104739578,0.00015424172588928,0.000167465832216534,7.21748351167168e-05,0.000124277419467314,0.000206210818377696,7.08707935903416e-05,0.000258971288994389,0.000199427606264617,0.000167866010059616,3.70164504850947e-06,0.000183889222795135,0.000159052978759037,0.000449403588957778,0.000212780545829845,4.53534888826385e-06
